Région;Départements;Code commune (INSEE);Commune;nombre de redevables;patrimoine moyen en €;impôt moyen en €
MIDI-PYRENEES                 ;AVEYRON                       ;12202;RODEZ                                             ;137;2 418 216;10 217
MIDI-PYRENEES                 ;GERS                          ;32013;AUCH                                              ;82;2 203 300;6 548
MIDI-PYRENEES                 ;HAUTE-GARONNE                 ;31069;BLAGNAC                                           ;84;2 369 925;9 099
MIDI-PYRENEES                 ;HAUTE-GARONNE                 ;31149;COLOMIERS                                         ;93;2 064 543;6 057
MIDI-PYRENEES                 ;HAUTE-GARONNE                 ;31395;MURET                                             ;85;2 338 937;7 468
MIDI-PYRENEES                 ;HAUTE-GARONNE                 ;31555;TOULOUSE                                          ;2 569;2 456 392;9 475
MIDI-PYRENEES                 ;HAUTE-GARONNE                 ;31557;TOURNEFEUILLE                                     ;168;2 473 759;8 920
MIDI-PYRENEES                 ;HAUTES-PYRENEES               ;65440;TARBES                                            ;94;2 207 553;7 840
MIDI-PYRENEES                 ;LOT                           ;46042;CAHORS                                            ;72;2 100 049;7 467
MIDI-PYRENEES                 ;TARN                          ;81004;ALBI                                              ;193;2 287 402;8 459
MIDI-PYRENEES                 ;TARN                          ;81065;CASTRES                                           ;140;2 251 951;7 233
MIDI-PYRENEES                 ;TARN-ET-GARONNE               ;82121;MONTAUBAN                                         ;229;2 527 056;9 889
NORD-PAS-DE-CALAIS            ;NORD                          ;59017;ARMENTIERES                                       ;51;2 957 904;15 260
NORD-PAS-DE-CALAIS            ;NORD                          ;59122;CAMBRAI                                           ;154;2 509 935;8 978
NORD-PAS-DE-CALAIS            ;NORD                          ;59163;CROIX                                             ;269;3 753 467;15 822
NORD-PAS-DE-CALAIS            ;NORD                          ;59178;DOUAI                                             ;151;2 437 033;9 503
NORD-PAS-DE-CALAIS            ;NORD                          ;59183;DUNKERQUE                                         ;243;2 228 134;8 240
NORD-PAS-DE-CALAIS            ;NORD                          ;59279;HALLUIN                                           ;53;2 342 671;8 553
NORD-PAS-DE-CALAIS            ;NORD                          ;59295;HAZEBROUCK                                        ;88;2 362 735;9 768
NORD-PAS-DE-CALAIS            ;NORD                          ;59368;LA MADELEINE                                      ;148;2 795 407;11 359
NORD-PAS-DE-CALAIS            ;NORD                          ;59328;LAMBERSART                                        ;231;2 872 403;12 424
NORD-PAS-DE-CALAIS            ;NORD                          ;59350;LILLE                                             ;868;2 619 270;10 860
NORD-PAS-DE-CALAIS            ;NORD                          ;59378;MARCQ EN BAROEUL                                  ;787;3 018 909;13 508
NORD-PAS-DE-CALAIS            ;NORD                          ;59512;ROUBAIX                                           ;142;3 019 319;12 934
NORD-PAS-DE-CALAIS            ;NORD                          ;59599;TOURCOING                                         ;130;2 249 159;8 899
NORD-PAS-DE-CALAIS            ;NORD                          ;59606;VALENCIENNES                                      ;177;2 230 266;8 433
NORD-PAS-DE-CALAIS            ;NORD                          ;59009;VILLENEUVE D'ASCQ                                 ;363;2 916 474;13 782
NORD-PAS-DE-CALAIS            ;NORD                          ;59646;WASQUEHAL                                         ;208;3 352 902;16 474
NORD-PAS-DE-CALAIS            ;PAS-DE-CALAIS                 ;62041;ARRAS                                             ;180;2 457 698;10 806
NORD-PAS-DE-CALAIS            ;PAS-DE-CALAIS                 ;62119;BETHUNE                                           ;104;2 245 518;8 113
NORD-PAS-DE-CALAIS            ;PAS-DE-CALAIS                 ;62160;BOULOGNE SUR MER                                  ;81;2 299 370;8 747
NORD-PAS-DE-CALAIS            ;PAS-DE-CALAIS                 ;62193;CALAIS                                            ;101;2 392 013;10 119
NORD-PAS-DE-CALAIS            ;PAS-DE-CALAIS                 ;62498;LENS                                              ;58;2 418 109;9 620
PAYS DE LA LOIRE              ;LOIRE-ATLANTIQUE              ;44109;NANTES                                            ;2 067;2 621 203;9 975
PAYS DE LA LOIRE              ;LOIRE-ATLANTIQUE              ;44114;ORVAULT                                           ;179;2 257 713;8 567
PAYS DE LA LOIRE              ;LOIRE-ATLANTIQUE              ;44143;REZE                                              ;69;2 146 950;6 818
PAYS DE LA LOIRE              ;LOIRE-ATLANTIQUE              ;44162;ST HERBLAIN                                       ;79;2 586 186;8 893
PAYS DE LA LOIRE              ;LOIRE-ATLANTIQUE              ;44184;ST NAZAIRE                                        ;174;2 313 495;7 152
PAYS DE LA LOIRE              ;LOIRE-ATLANTIQUE              ;44190;ST SEBASTIEN SUR LOIRE                            ;88;2 283 183;9 300
PAYS DE LA LOIRE              ;LOIRE-ATLANTIQUE              ;44215;VERTOU                                            ;159;2 488 650;7 871
PAYS DE LA LOIRE              ;MAINE-ET-LOIRE                ;49007;ANGERS                                            ;613;2 374 288;8 661
PAYS DE LA LOIRE              ;MAINE-ET-LOIRE                ;49099;CHOLET                                            ;188;2 385 323;9 018
PAYS DE LA LOIRE              ;MAINE-ET-LOIRE                ;49328;SAUMUR                                            ;115;2 399 691;8 575
PAYS DE LA LOIRE              ;MAYENNE                       ;53130;LAVAL                                             ;209;2 695 621;10 947
PAYS DE LA LOIRE              ;SARTHE                        ;72181;LE MANS                                           ;496;2 555 393;9 487
PAYS DE LA LOIRE              ;VENDEE                        ;85191;LA ROCHE SUR YON                                  ;171;2 533 999;11 211
PICARDIE                      ;AISNE                         ;02408;LAON                                              ;67;2 268 186;7 280
PICARDIE                      ;AISNE                         ;02691;SAINT QUENTIN                                     ;153;2 554 804;10 878
PICARDIE                      ;AISNE                         ;02722;SOISSONS                                          ;157;2 392 208;9 905
PICARDIE                      ;OISE                          ;60057;BEAUVAIS                                          ;164;2 645 121;11 138
PICARDIE                      ;OISE                          ;60159;COMPIEGNE                                         ;297;2 795 927;10 948
PICARDIE                      ;SOMME                         ;80001;ABBEVILLE                                         ;72;2 381 675;8 023
PICARDIE                      ;SOMME                         ;80021;AMIENS                                            ;482;2 543 427;9 946
POITOU-CHARENTES              ;CHARENTE                      ;16015;ANGOULEME                                         ;142;2 442 795;8 903
POITOU-CHARENTES              ;CHARENTE-MARITIME             ;17300;LA ROCHELLE                                       ;546;2 543 760;10 219
POITOU-CHARENTES              ;CHARENTE-MARITIME             ;17299;ROCHEFORT                                         ;51;2 153 786;7 455
POITOU-CHARENTES              ;CHARENTE-MARITIME             ;17415;SAINTES                                           ;100;2 166 173;7 645
POITOU-CHARENTES              ;DEUX-SEVRES                   ;79191;NIORT                                             ;212;2 913 347;14 175
POITOU-CHARENTES              ;VIENNE                        ;86066;CHATELLERAULT                                     ;78;2 305 947;8 858
POITOU-CHARENTES              ;VIENNE                        ;86194;POITIERS                                          ;297;2 562 913;11 132
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-DE-HAUTE-PROVENCE       ;04112;MANOSQUE                                          ;130;2 416 721;12 382
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-MARITIMES               ;06004;ANTIBES                                           ;912;2 480 660;9 902
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-MARITIMES               ;06027;CAGNES SUR MER                                    ;388;2 192 879;8 460
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-MARITIMES               ;06029;CANNES                                            ;1 478;3 051 483;13 695
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-MARITIMES               ;06069;GRASSE                                            ;320;2 437 843;10 528
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-MARITIMES               ;06030;LE CANNET                                         ;359;2 578 026;11 392
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-MARITIMES               ;06079;MANDELIEU LA NAPOULE                              ;344;2 314 276;9 129
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-MARITIMES               ;06083;MENTON                                            ;204;2 309 100;9 163
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-MARITIMES               ;06900;MONACO                                            ;514;3 866 927;27 165
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-MARITIMES               ;06088;NICE                                              ;2 876;2 498 126;10 231
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-MARITIMES               ;06123;SAINT LAURENT DU VAR                              ;198;2 291 829;9 445
PROVENCE-ALPES-COTE D'AZUR    ;ALPES-MARITIMES               ;06155;VALLAURIS                                         ;313;2 407 427;9 082
PROVENCE-ALPES-COTE D'AZUR    ;BOUCHES-DU-RHONE              ;13001;AIX EN PROVENCE                                   ;1 809;2 730 096;11 080
PROVENCE-ALPES-COTE D'AZUR    ;BOUCHES-DU-RHONE              ;13002;ALLAUCH                                           ;127;2 146 669;7 774
PROVENCE-ALPES-COTE D'AZUR    ;BOUCHES-DU-RHONE              ;13004;ARLES                                             ;181;2 438 664;9 800
PROVENCE-ALPES-COTE D'AZUR    ;BOUCHES-DU-RHONE              ;13005;AUBAGNE                                           ;219;2 419 238;10 109
PROVENCE-ALPES-COTE D'AZUR    ;BOUCHES-DU-RHONE              ;13041;GARDANNE                                          ;51;1 888 129;5 826
PROVENCE-ALPES-COTE D'AZUR    ;BOUCHES-DU-RHONE              ;13047;ISTRES                                            ;70;2 486 815;9 647
PROVENCE-ALPES-COTE D'AZUR    ;BOUCHES-DU-RHONE              ;13028;LA CIOTAT                                         ;247;2 343 374;8 780
PROVENCE-ALPES-COTE D'AZUR    ;BOUCHES-DU-RHONE              ;13054;MARIGNANE                                         ;68;2 201 524;6 537
PROVENCE-ALPES-COTE D'AZUR    ;BOUCHES-DU-RHONE              ;13055;MARSEILLE                                         ;3 680;2 618 201;10 602
PROVENCE-ALPES-COTE D'AZUR    ;BOUCHES-DU-RHONE              ;13056;MARTIGUES                                         ;96;2 095 871;7 697
PROVENCE-ALPES-COTE D'AZUR    ;BOUCHES-DU-RHONE              ;13103;SALON DE PROVENCE                                 ;157;2 097 728;7 260
PROVENCE-ALPES-COTE D'AZUR    ;HAUTES-ALPES                  ;05061;GAP                                               ;208;2 274 955;7 852
PROVENCE-ALPES-COTE D'AZUR    ;VAR                           ;83050;DRAGUIGNAN                                        ;208;2 139 031;8 058
PROVENCE-ALPES-COTE D'AZUR    ;VAR                           ;83061;FREJUS                                            ;349;2 327 787;8 672
PROVENCE-ALPES-COTE D'AZUR    ;VAR                           ;83069;HYERES                                            ;509;2 325 291;8 373
PROVENCE-ALPES-COTE D'AZUR    ;VAR                           ;83062;LA GARDE                                          ;102;2 407 602;9 698
PROVENCE-ALPES-COTE D'AZUR    ;VAR                           ;83126;LA SEYNE SUR MER                                  ;163;1 995 379;6 900
PROVENCE-ALPES-COTE D'AZUR    ;VAR                           ;83144;LA VALETTE                                        ;89;1 986 495;6 569
PROVENCE-ALPES-COTE D'AZUR    ;VAR                           ;83118;SAINT-RAPHAEL                                     ;742;2 418 699;9 464
PROVENCE-ALPES-COTE D'AZUR    ;VAR                           ;83129;SIX-FOURS-LES-PLAGES                              ;241;2 138 676;7 212
PROVENCE-ALPES-COTE D'AZUR    ;VAR                           ;83137;TOULON                                            ;648;2 318 260;8 932
PROVENCE-ALPES-COTE D'AZUR    ;VAUCLUSE                      ;84007;AVIGNON                                           ;349;2 485 381;10 394
PROVENCE-ALPES-COTE D'AZUR    ;VAUCLUSE                      ;84031;CARPENTRAS                                        ;126;2 560 487;10 693
PROVENCE-ALPES-COTE D'AZUR    ;VAUCLUSE                      ;84035;CAVAILLON                                         ;93;2 245 197;7 511
PROVENCE-ALPES-COTE D'AZUR    ;VAUCLUSE                      ;84087;ORANGE                                            ;91;2 223 453;7 969
RHONE-ALPES                   ;AIN                           ;01053;BOURG-EN-BRESSE                                   ;161;2 094 947;7 644
RHONE-ALPES                   ;AIN                           ;01283;OYONNAX                                           ;91;2 901 576;11 369
RHONE-ALPES                   ;DROME                         ;26198;MONTELIMAR                                        ;152;2 370 294;8 464
RHONE-ALPES                   ;DROME                         ;26281;ROMANS                                            ;97;2 255 022;7 051
RHONE-ALPES                   ;DROME                         ;26362;VALENCE                                           ;242;2 666 553;11 186
RHONE-ALPES                   ;HAUTE-SAVOIE                  ;74010;ANNECY                                            ;489;2 281 309;8 330
RHONE-ALPES                   ;HAUTE-SAVOIE                  ;74011;ANNECY-LE-VIEUX                                   ;405;2 412 404;9 351
RHONE-ALPES                   ;HAUTE-SAVOIE                  ;74012;ANNEMASSE                                         ;107;2 183 547;7 153
RHONE-ALPES                   ;HAUTE-SAVOIE                  ;74281;THONON-LES-BAINS                                  ;204;2 453 455;10 095
RHONE-ALPES                   ;ISERE                         ;38053;BOURGOIN JALLIEU                                  ;79;2 502 443;10 201
RHONE-ALPES                   ;ISERE                         ;38185;GRENOBLE                                          ;676;2 474 147;9 368
RHONE-ALPES                   ;ISERE                         ;38544;VIENNE                                            ;132;2 251 378;8 261
RHONE-ALPES                   ;ISERE                         ;38563;VOIRON                                            ;79;2 720 398;11 374
RHONE-ALPES                   ;LOIRE                         ;42187;ROANNE                                            ;102;2 519 219;10 302
RHONE-ALPES                   ;LOIRE                         ;42207;SAINT CHAMOND                                     ;76;2 462 937;8 863
RHONE-ALPES                   ;LOIRE                         ;42218;SAINT ETIENNE                                     ;475;2 521 369;10 588
RHONE-ALPES                   ;RHONE                         ;69029;BRON                                              ;156;2 376 541;9 170
RHONE-ALPES                   ;RHONE                         ;69034;CALUIRE ET CUIRE                                  ;525;2 629 752;9 744
RHONE-ALPES                   ;RHONE                         ;69123;LYON                                              ;4 267;2 692 511;11 113
RHONE-ALPES                   ;RHONE                         ;69282;MEYZIEU                                           ;96;2 556 320;10 418
RHONE-ALPES                   ;RHONE                         ;69149;OULLINS                                           ;63;2 107 693;7 157
RHONE-ALPES                   ;RHONE                         ;69286;RILLIEUX LA PAPE                                  ;100;2 538 685;9 658
RHONE-ALPES                   ;RHONE                         ;69204;SAINT-GENIS-LAVAL                                 ;157;2 329 568;8 667
RHONE-ALPES                   ;RHONE                         ;69290;SAINT-PRIEST                                      ;68;2 885 056;10 966
RHONE-ALPES                   ;RHONE                         ;69202;STE FOY LES LYON                                  ;379;2 756 651;12 089
RHONE-ALPES                   ;RHONE                         ;69244;TASSIN-LA-DEMI-LUNE                               ;230;2 616 050;9 766
RHONE-ALPES                   ;RHONE                         ;69264;VILLEFRANCHE-SUR-SAONE                            ;101;2 337 667;8 938
RHONE-ALPES                   ;RHONE                         ;69266;VILLEURBANNE                                      ;248;2 136 758;6 668
RHONE-ALPES                   ;SAVOIE                        ;73008;AIX LES BAINS                                     ;207;2 104 177;7 054
RHONE-ALPES                   ;SAVOIE                        ;73065;CHAMBERY                                          ;322;2 559 715;10 686
