Région;Départements;Code commune (INSEE);Commune;nombre de redevables;patrimoine moyen en €;impôt moyen en €
Nord-Pas-de-Calais;NORD;59392;MAUBEUGE; 84   ; 1 408 653   ; 4 583   
Nord-Pas-de-Calais;NORD;59410;MONS EN BAROEUL; 76   ; 1 912 685   ; 8 721   
Nord-Pas-de-Calais;NORD;59512;ROUBAIX; 275   ; 1 847 812   ; 8 434   
Nord-Pas-de-Calais;NORD;59599;TOURCOING; 258   ; 1 391 351   ; 4 388   
Nord-Pas-de-Calais;NORD;59606;VALENCIENNES; 309   ; 1 446 241   ; 4 854   
Nord-Pas-de-Calais;NORD;59009;VILLENEUVE D'ASCQ; 503   ; 1 691 234   ; 7 690   
Nord-Pas-de-Calais;PAS-DE-CALAIS;62041;ARRAS; 279   ; 1 615 763   ; 6 587   
Nord-Pas-de-Calais;PAS-DE-CALAIS;62119;BETHUNE; 173   ; 1 492 136   ; 5 127   
Nord-Pas-de-Calais;PAS-DE-CALAIS;62160;BOULOGNE SUR MER; 154   ; 1 449 141   ; 4 719   
Nord-Pas-de-Calais;PAS-DE-CALAIS;62193;CALAIS; 186   ; 1 439 338   ; 4 675   
Nord-Pas-de-Calais;PAS-DE-CALAIS;62427;HENIN BEAUMONT; 62   ; 1 496 579   ; 5 176   
Nord-Pas-de-Calais;PAS-DE-CALAIS;62498;LENS; 118   ; 1 617 806   ; 6 215   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;44109;NANTES; 3 028   ; 1 582 559   ; 6 234   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;44114;ORVAULT; 267   ; 1 493 381   ; 5 383   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;44143;REZE; 122   ; 1 340 758   ; 3 856   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;44162;SAINT-HERBLAIN; 146   ; 1 303 624   ; 3 780   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;44184;ST NAZAIRE; 274   ; 1 392 632   ; 4 729   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;44190;ST SEBASTIEN; 167   ; 1 398 831   ; 4 712   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;44215;VERTOU; 199   ; 1 440 837   ; 4 884   
Pays-de-la-Loire;MAINE-ET-LOIRE;49007;ANGERS; 987   ; 1 515 438   ; 5 665   
Pays-de-la-Loire;MAINE-ET-LOIRE;49099;CHOLET; 339   ; 1 459 441   ; 4 714   
Pays-de-la-Loire;MAINE-ET-LOIRE;49328;SAUMUR; 193   ; 1 542 787   ; 5 520   
Pays-de-la-Loire;MAYENNE;53130;LAVAL; 339   ; 1 474 088   ; 5 532   
Pays-de-la-Loire;SARTHE;72181;LE MANS; 846   ; 1 511 350   ; 5 499   
Pays-de-la-Loire;VENDEE;85191;LA ROCHE SUR YON; 246   ; 1 576 656   ; 6 679   
Picardie;AISNE;02408;LAON; 115   ; 1 626 578   ; 6 341   
Picardie;AISNE;02691;SAINT QUENTIN; 272   ; 1 455 520   ; 4 899   
Picardie;AISNE;02722;SOISSONS; 223   ; 1 609 424   ; 6 113   
Picardie;OISE;60057;BEAUVAIS; 274   ; 1 752 905   ; 7 340   
Picardie;OISE;60159;COMPIEGNE; 473   ; 1 628 400   ; 6 333   
Picardie;SOMME;80001;ABBEVILLE; 127   ; 1 470 439   ; 5 261   
Picardie;SOMME;80021;AMIENS; 765   ; 1 584 829   ; 6 009   
Poitou-Charentes;CHARENTE;16015;ANGOULEME; 232   ; 1 503 926   ; 5 252   
Poitou-Charentes;CHARENTE;16102;COGNAC; 117   ; 1 695 152   ; 7 317   
Poitou-Charentes;CHARENTE-MARITIME;17300;LA ROCHELLE; 822   ; 1 503 905   ; 5 843   
Poitou-Charentes;CHARENTE-MARITIME;17299;ROCHEFORT; 109   ; 1 264 612   ; 3 160   
Poitou-Charentes;CHARENTE-MARITIME;17415;SAINTES; 134   ; 1 340 761   ; 3 808   
Poitou-Charentes;DEUX-SEVRES;79191;NIORT; 368   ; 1 595 954   ; 6 366   
Poitou-Charentes;VIENNE;86066;CHATELLERAULT; 146   ; 1 421 220   ; 4 871   
Poitou-Charentes;VIENNE;86194;POITIERS; 504   ; 1 923 308   ; 13 168   
PACA;ALPES-DE-HAUTE-PROVENCE;04112;MANOSQUE; 176   ; 1 392 613   ; 4 470   
PACA;ALPES-MARITIMES;06004;ANTIBES; 1 455   ; 1 499 749   ; 5 266   
PACA;ALPES-MARITIMES;06027;CAGNES SUR MER; 531   ; 1 412 884   ; 4 476   
PACA;ALPES-MARITIMES;06029;CANNES; 2 065   ; 1 743 327   ; 7 346   
PACA;ALPES-MARITIMES;06069;GRASSE; 513   ; 1 473 131   ; 5 179   
PACA;ALPES-MARITIMES;06030;LE CANNET; 567   ; 1 697 799   ; 7 302   
PACA;ALPES-MARITIMES;06083;MENTON; 338   ; 1 397 767   ; 4 499   
PACA;ALPES-MARITIMES;06088;NICE; 4 125   ; 1 530 265   ; 5 569   
PACA;ALPES-MARITIMES;06123;SAINT LAURENT DU VAR; 270   ; 1 461 944   ; 4 888   
PACA;ALPES-MARITIMES;06155;VALLAURIS; 443   ; 1 508 291   ; 5 161   
PACA;ALPES-MARITIMES;06900;MONACO; 348   ; 2 499 817   ; 15 450   
PACA;BOUCHES-DU-RHONE;13001;AIX EN PROVENCE; 2 311   ; 1 579 827   ; 6 124   
PACA;BOUCHES-DU-RHONE;13004;ARLES; 274   ; 1 383 856   ; 4 109   
PACA;BOUCHES-DU-RHONE;13005;AUBAGNE; 329   ; 1 409 531   ; 4 440   
PACA;BOUCHES-DU-RHONE;13047;ISTRES; 99   ; 1 360 301   ; 4 100   
PACA;BOUCHES-DU-RHONE;13028;LA CIOTAT; 296   ; 1 439 674   ; 4 809   
PACA;BOUCHES-DU-RHONE;13054;MARIGNANE; 91   ; 1 367 191   ; 4 049   
PACA;BOUCHES-DU-RHONE;13055;MARSEILLE; 4 818   ; 1 642 982   ; 6 707   
PACA;BOUCHES-DU-RHONE;13056;MARTIGUES; 169   ; 1 292 435   ; 3 431   
PACA;BOUCHES-DU-RHONE;13103;SALON DE PROVENCE; 228   ; 1 419 781   ; 4 836   
PACA;HAUTES-ALPES;05061;GAP; 260   ; 1 471 335   ; 4 907   
PACA;VAR;83050;DRAGUIGNAN; 336   ; 1 399 393   ; 4 602   
PACA;VAR;83061;FREJUS; 490   ; 1 463 986   ; 4 871   
PACA;VAR;83069;HYERES; 783   ; 1 472 370   ; 4 951   
PACA;VAR;83062;LA GARDE; 148   ; 1 466 300   ; 5 050   
PACA;VAR;83126;LA SEYNE SUR MER; 222   ; 1 286 021   ; 3 494   
PACA;VAR;83144;LA VALETTE; 131   ; 1 356 025   ; 4 126   
PACA;VAR;83118;SAINT-RAPHAEL; 1 073   ; 1 457 061   ; 4 845   
PACA;VAR;83129;SIX-FOURS-LES-PLAGES; 347   ; 1 399 695   ; 4 248   
PACA;VAR;83137;TOULON; 1 094   ; 1 421 471   ; 4 898   
PACA;VAUCLUSE;84007;AVIGNON; 497   ; 1 579 010   ; 6 255   
PACA;VAUCLUSE;84031;CARPENTRAS; 177   ; 1 578 809   ; 5 462   
PACA;VAUCLUSE;84035;CAVAILLON; 149   ; 1 412 003   ; 4 367   
PACA;VAUCLUSE;84054;L' ISLE-SUR-LA-SORGUE; 134   ; 1 487 940   ; 5 431   
PACA;VAUCLUSE;84087;ORANGE; 126   ; 1 412 574   ; 4 514   
Réunion;REUNION;97408;LA POSSESSION; 54   ; 1 648 165   ; 6 540   
Réunion;REUNION;97422;LE TAMPON; 130   ; 1 588 650   ; 5 853   
Réunion;REUNION;97409;SAINT-ANDRE; 56   ; 1 490 842   ; 5 213   
Réunion;REUNION;97411;SAINT DENIS; 416   ; 1 509 176   ; 5 503   
Réunion;REUNION;97415;SAINT-PAUL; 266   ; 1 570 307   ; 5 928   
Réunion;REUNION;97416;SAINT-PIERRE; 140   ; 1 577 165   ; 5 459   
Réunion;REUNION;97418;SAINTE-MARIE; 78   ; 1 487 574   ; 5 110   
Rhône-Alpes;AIN;01053;BOURG-EN-BRESSE; 241   ; 1 403 088   ; 4 468   
Rhône-Alpes;AIN;01283;OYONNAX; 139   ; 2 028 654   ; 9 999   
Rhône-Alpes;DROME;26198;MONTELIMAR; 206   ; 1 463 842   ; 5 244   
Rhône-Alpes;DROME;26281;ROMANS; 145   ; 1 470 580   ; 4 932   
Rhône-Alpes;DROME;26362;VALENCE; 404   ; 1 515 947   ; 5 588   
Rhône-Alpes;HAUTE-SAVOIE;74010;ANNECY; 773   ; 1 446 442   ; 4 774   
Rhône-Alpes;HAUTE-SAVOIE;74012;ANNEMASSE; 187   ; 1 283 419   ; 3 420   
Rhône-Alpes;HAUTE-SAVOIE;74281;THONON-LES-BAINS; 326   ; 1 802 639   ; 8 141   
Rhône-Alpes;ISERE;38053;BOURGOIN JALLIEU; 126   ; 1 500 831   ; 5 333   
Rhône-Alpes;ISERE;38151;ECHIROLLES; 80   ; 1 166 722   ; 2 533   
Rhône-Alpes;ISERE;38185;GRENOBLE; 1 207   ; 1 565 092   ; 6 340   
Rhône-Alpes;ISERE;38421;ST MARTIN D'HERES; 65   ; 1 382 689   ; 4 090   
Rhône-Alpes;ISERE;38544;VIENNE; 193   ; 1 427 998   ; 4 546   
Rhône-Alpes;ISERE;38563;VOIRON; 150   ; 1 526 645   ; 5 341   
Rhône-Alpes;LOIRE;42187;ROANNE; 158   ; 1 483 468   ; 5 235   
Rhône-Alpes;LOIRE;42207;SAINT CHAMOND; 122   ; 1 661 684   ; 7 261   
Rhône-Alpes;LOIRE;42218;SAINT ETIENNE; 876   ; 1 621 063   ; 6 765   
Rhône-Alpes;RHONE;69029;BRON; 262   ; 1 391 619   ; 4 300   
Rhône-Alpes;RHONE;69034;CALUIRE ET CUIRE; 737   ; 1 670 491   ; 6 816   
Rhône-Alpes;RHONE;69275;DECINES-CHARPIEU; 70   ; 1 272 443   ; 3 316   
Rhône-Alpes;RHONE;69123;LYON; 5 785   ; 1 699 146   ; 7 373   
Rhône-Alpes;RHONE;69282;MEYZIEU; 116   ; 1 658 046   ; 6 905   
Rhône-Alpes;RHONE;69149;OULLINS; 98   ; 1 442 260   ; 5 221   
Rhône-Alpes;RHONE;69286;RILLIEUX LA PAPE; 130   ; 1 486 351   ; 5 304   
Rhône-Alpes;RHONE;69290;SAINT-PRIEST; 102   ; 1 551 272   ; 6 098   
Rhône-Alpes;RHONE;69202;STE FOY LES LYON; 516   ; 1 664 912   ; 7 403   
Rhône-Alpes;RHONE;69264;VILLEFRANCHE-SUR-SAONE; 155   ; 1 483 385   ; 5 278   
Rhône-Alpes;RHONE;69266;VILLEURBANNE; 415   ; 1 387 157   ; 4 461   
Rhône-Alpes;SAVOIE;73008;AIX LES BAINS; 319   ; 1 382 586   ; 4 287   
Rhône-Alpes;SAVOIE;73065;CHAMBERY; 551   ; 1 533 506   ; 6 205   
